	res_sup	res_inf	com_gra	com_peq	ind_gra	ind_peq	eriazo
1	227,98981610010318	477,7013785641818	9,057564677488038	5,4436634189675	0,40664445213912054	2,5609851642260235	9,711171622894446
2	230,32639459561454	508,4674039780181	10,621768333340794	16,347823969176385	2,8565640362093294	18,98326557652644	9,499171511114016
3	1030,1797217769383	6844,450705255202	23,738754244789558	117,78137549279577	1,137920679008093	9,380175344009887	11,896675207260408
4	318,2241959017311	1418,797269564522	19,757787766736072	112,47547896890877	1,161303140378942	7,393397530488373	10,742174127234128
5	200,78833516371625	290,05419992630647	7,72284777990535	31,550404660511504	2,434565077498392	16,21915822215242	8,183435169909538
6	87,48391788048806	80,30267950441721	4,164829978961725	1,236748324191887	0,7985704968596481	5,856197137187112	7,181859677894349
7	9,51466685200266	4,779722945865933	2,1578542658992346	4,149704009903239	0,5163758364052882	3,3665579271746977	3,7101111627489542
8	19,560039295214505	13,032501549583898	3,042649526385127	13,229323549550003	1,9928006428872613	10,052502643236611	4,09367779314258
9	20,25595276458066	13,024971812581493	3,032048875590847	10,761869275695956	0,9932089869841938	6,2975525020485845	4,433791782518292
10	70,18013536025724	74,87632941555994	5,636957632740096	14,645905113681447	1,7181609398783546	10,415394724404415	6,779916813478668
11	13,685875479727951	7,554412154305184	2,4558304246610336	4,7332686558846095	0,7567433113652877	5,0950527149039875	4,0793852591519855
12	26,08044441278824	17,796457845117146	3,3063938290296426	9,680014373533753	1,1447192609151042	7,531351356470483	4,844103922145678
13	26,38835814207468	18,138575562318778	3,102922950005109	1,3202707064565526	0,5228814003917754	3,9252184702886437	5,586672768464429
14	9,415328753330751	5,988849389052475	2,4643267298808187	2,6329700160388136	1,0613655218030509	6,814819876269427	3,7645117136246635
15	13,748845193380317	7,755757452485942	2,286479331864189	1,1759463464695328	0,9034218010933859	6,390394035652301	4,225728839054338
16	36,11722001059732	36,854413634911495	4,846431643967957	4,037118572852033	1,0142752510357897	7,202538618566501	6,412046268068863
17	43,733209924602825	29,544180187657552	2,937798892153149	0,6124730059379956	0,5429109881851504	4,394998883691241	6,049934117772201
18	34,42017328928939	23,40613329917856	2,943834658485748	0,7247511297839605	0,6711904913652101	5,463886946389917	5,765762185507232
19	31,085113405557117	22,383049999131174	3,3096687553290414	1,6890851215381117	0,8804040310204255	6,17287297358114	5,655847713843019
20	31,814442597296658	26,71786251193413	3,9861012765993253	3,3422515443977665	1,5568594567087304	8,979735191737065	5,711098421326381
21	33,83751520021	27,555667095784575	3,8065300125798553	3,5333602710677368	1,94870999228239	11,888742944954453	5,540372483120933
22	36,28011519889989	38,25636037505269	5,231600252117353	13,129420614713437	2,614670751451475	12,766164904605224	5,773018903159911
23	23,288582796857654	15,281309365229077	2,935902138704763	3,1015099665132473	1,419115401674618	9,772160269190325	4,774562061830292
24	35,53924697461145	29,935275471071467	4,09894926787356	4,002974852586122	1,5166430300661238	8,703670079823906	5,844308323967338
25	23,443157397639673	14,104813155082873	2,7487107014527763	9,888973054585485	2,427254438964019	13,567106168414234	4,098954083860929
26	45,739692070611895	60,401516373830596	6,476588147077126	7,174146677437672	1,6361081542198481	9,790506490538007	7,0374610862847415
