1	3.062608936	21.38327205	0.005082537
2	4.338680143	76.60636313	0.018208378
3	4.756016578	116.2818026	0.027638735
4	3.916671678	50.2329747	0.011939752
5	4.251488657	70.20985297	0.016688007
6	3.381877851	29.42597685	0.006994188
7	3.387573889	29.5940666	0.007034141
8	4.432944049	84.17887923	0.02000827
9	3.834078401	46.25078335	0.010993235
10	3.967319814	52.84271256	0.012560054
11	3.6877857	39.95627375	0.009497108
12	3.914751805	50.13662628	0.011916851
13	3.144870944	23.21667902	0.005518315
14	4.057875562	57.85127896	0.013750528
15	3.860262723	47.47782324	0.011284887
16	3.611438903	37.01928165	0.008799022
17	3.187693012	24.23245892	0.005759753
18	3.412476978	30.34030353	0.007211512
19	3.573110603	35.62724316	0.008468152
20	3.974543569	53.22581747	0.012651113
21	4.254749144	70.43914491	0.016742507
22	4.363428832	78.52592551	0.018664634
23	4.165840513	64.44682807	0.015318208
24	3.926932618	50.75106575	0.012062896
25	4.690503299	108.9079793	0.025886069
26	3.878621381	48.35750255	0.011493976
27	4.167750708	64.57005175	0.015347496
28	3.268380018	26.26874995	0.006243754
29	3.95046315	51.95942628	0.012350108
30	3.811438937	45.21545426	0.01074715
31	3.086791549	21.9066786	0.005206944
32	3.359649341	28.77909747	0.006840433
33	4.349402175	77.43215822	0.018404659
34	4.545919602	94.24705711	0.022401351
35	4.603179606	99.80114001	0.023721487
36	3.426744921	30.77630024	0.007315143
37	4.480678274	88.29454023	0.020986512
38	4.664372873	106.0990268	0.025218416
39	3.910928463	49.94530283	0.011871376
40	3.959316476	52.42148234	0.012459933
41	3.495533179	32.96786104	0.00783605
42	3.908050923	49.80178981	0.011837265
43	2.900774133	18.18822002	0.004323113
44	4.372644207	79.25291601	0.01883743
45	3.055296801	21.22748493	0.005045509
46	4.78564937	119.7791188	0.028470003
47	2.982743295	19.74190029	0.004692404
48	4.900151689	134.3101515	0.031923849
49	2.887871865	17.95505813	0.004267694
50	3.244770245	25.65581484	0.006098067
51	2.779113916	16.10474447	0.003827897
52	3.826534514	45.90318545	0.010910615
53	2.921496116	18.56904813	0.004413631
54	2.640235515	14.01650431	0.003331548
55	3.626658464	37.58700821	0.008933963
56	4.193804529	66.27445499	0.015752612
57	3.445551649	31.36057869	0.007454019
58	2.916673274	18.47970816	0.004392396
59	2.961193007	19.32100811	0.004592363
60	4.192800969	66.20797798	0.015736811
61	4.143259873	63.00788473	0.014976189
62	3.956619272	52.28028142	0.012426371
63	3.791147736	44.30722408	0.010531275
64	3.595276834	36.42578248	0.008657954
65	4.022428563	55.83654384	0.01327165
66	3.408070768	30.20691186	0.007179806
67	2.631037526	13.88817177	0.003301045
68	4.053318413	57.58824191	0.013688007
69	3.414391864	30.3984574	0.007225334
70	3.552671477	34.90644481	0.008296827
71	4.520554972	91.88657832	0.021840294
72	3.171070415	23.8329819	0.005664803
73	3.369503629	29.06409691	0.006908174
74	3.070710188	21.55720692	0.005123879
75	3.583517678	35.99995462	0.00855674
76	4.027173534	56.10211621	0.013334774
77	2.546166319	12.75809942	0.003032441
78	3.000996106	20.10555421	0.00477884
79	3.376206348	29.2595597	0.006954633
80	3.071542895	21.57516521	0.005128148
81	3.760172864	42.95585084	0.01021007
82	3.135651319	23.00361365	0.005467672
83	4.143899469	63.04819718	0.014985771
84	2.37476611	10.74849893	0.002554784
85	3.668940683	39.21034765	0.009319811
86	2.544169688	12.73265163	0.003026393
87	2.871242551	17.65894672	0.004197312
88	3.300945123	27.1382758	0.00645043
89	4.148834285	63.36009741	0.015059905
90	4.067668063	58.42057052	0.013885841
