;res_sup;res_inf;com_gra;com_peq;ind_gra;ind_peq;eriazo
1;11,949517984010122;114,96138740441903;0,0845283094381886;4,673078750655917e-10;2,4638831170077558e-08;2,615262761360374e-05;0,0679651243991135
2;18,644520208775102;187,92158907574043;2,493807943695731;45,203704390826374;19,110852663863085;181,75247962482584;0,08249609227293742
3;0,29828300135221714;9,9997601244788;0,074658455154207;620,5724388508943;13,853902025264135;46,16876554173165;0,0005670011241324716
4;13,597070282788863;280,34896145850115;2,1031039544176737;0,15341318221625616;0,05557759297985756;2,13604544119863;0,09962808789709322
5;51,40084889882041;364,4455552320173;1,0033847718464406;8,561172863141187e-06;9,498024926724895e-05;0,020331204846217026;0,329951351048045
6;34,05432547916949;140,16841720771126;0,3199311201475341;8,935443772960886e-09;9,382521012145655e-07;0,0005852694219285854;0,3114399763622784
7;53,2537653052462;117,90917733806253;0,8673669616441037;2,9231803106827814e-12;8,234406190592743e-10;4,008210099518301e-06;3,8232113860107555
8;90,71560945863729;281,25396869437117;22,367551329764943;1,4039360716440104;3,490599246799384;98,22349695431254;2,7515882444715185
9;66,55084432039817;204,7923494349521;1,1249744363170338;2,5547727979311976e-10;3,109907914654097e-08;6,147312475883452e-05;2,362645303853799
10;52,42472864096856;260,12700156732427;0,695520154380337;3,796386671115112e-09;2,4876958908999626e-07;0,0002494779897118624;0,7538499067715049
11;68,84031612716562;163,36415193410355;1,347855970661178;7,704616906726213e-11;1,2493044866900738e-08;3,409866468524585e-05;3,875341856835187
12;70,12319484101097;225,08178933973358;0,6002381973656019;3,6257947810508645e-12;1,0133211005391806e-09;4,29918798171312e-06;2,1160483216845725
13;33,885397487144644;102,67421067826177;0,3221228523193949;2,8340227130305706e-12;1,2479861701424554e-09;4,385582609344085e-06;1,0761395954409312
14;89,6399951554877;245,76937922927598;2,2140309977419266;5,598893195782044e-11;2,006748854254445e-08;5,380316316863559e-05;6,139740794208298
15;79,76111439946595;196,9636166625456;1,6504183695257506;3,050245193894831e-10;1,116949137374377e-07;0,00018575443133252574;3,7468397020319024
16;39,50832407040996;179,06220865661845;0,3872724355944279;4,14169344287932e-12;1,1622988119830376e-09;4,0935976393696304e-06;1,0177407426130165
17;35,919995824434515;107,34533898211961;0,08751101682955252;5,075848269672887e-15;1,0102518394278402e-11;9,531068175335644e-08;0,6409790812957769
18;45,31883881622147;133,5583386035706;0,3824867909607578;1,954084111847966e-11;8,898117318400963e-09;2,0671658152117877e-05;1,0281151086711835
19;51,354684451425406;157,9536154786776;0,828294937241841;3,250674759930832e-10;7,703541484471414e-08;0,00011595668841423974;1,5670890986062083
20;68,18419112814304;242,40221287437672;3,7994110484163244;1,1779540864099295e-05;0,00037437066897099314;0,08283667552233698;1,808787123332162
21;88,77837454412847;309,78104412017126;10,36753886847954;0,011489491156492412;0,11546322853815882;7,369832662510055;2,138932085016443
22;0,0001618067262572952;0,0007294374773811131;0,00046292350151583837;415,1316098024734;28,133222029711753;23,349659837883994;4,162225764076821e-06
23;96,79478679122795;280,27364819325624;2,19913884735152;2,0828226765440878e-09;4,725056212449374e-07;0,0005942335382950485;3,6870314600371
24;65,3980034152398;233,29069749374565;1,1755506468417558;1,7637861893875126e-09;2,48556326770761e-07;0,00027603134165055267;1,707872162511459
25;0,061707884246759305;0,17170382062442094;0,08250567618639809;239,5505174687891;110,05872247567041;297,22439436052457;0,0021733139586475017
26;43,73625383384925;240,13117249124662;2,3703948511316986;1,7371399771860018e-06;3,854571147854887e-05;0,012658614745319718;1,0988799261761573
27;91,97415844800442;284,83758715862547;2,39664290307966;7,286532047720231e-10;1,5374230901769032e-07;0,00025490031820207733;4,478756435500827
